연월,시도,월평균기온,월평균최고기온,월평균최저기온,가구수(개),공급량(㎥),총인구수
2024-05,전국,17.7,24.0,11.8,20397025,438676.89578,51277347
2024-06,전국,22.7,28.4,17.5,20406048,286430.643348,51271480
2024-07,전국,26.2,29.9,23.3,20403410,251369.055157,51265238
2024-08,전국,27.9,33.0,24.1,20370494,199793.898629,51256511
2024-09,전국,24.7,29.6,20.9,20368720,183596.419949,51248233
2024-10,전국,16.1,21.4,11.9,20405735,317977.335958,51238450
2024-11,전국,9.7,15.6,4.9,20458143,738788.80167,51226757
2024-12,전국,1.8,6.8,-2.7,20399551,1608662.90947,51217221
2025-01,전국,-0.2,5.3,-5.0,20445824,2007380.18709,51207874
2025-02,전국,-0.5,5.1,-5.6,20493290,1958986.76636,51191817
2025-03,전국,7.6,13.7,1.9,20499272,1397220.55244,51183336
2025-04,전국,13.1,19.7,6.6,20422401,856288.41894,51175725
2025-05,전국,16.8,22.4,11.5,20419833,517963.49632,51169148
2025-06,전국,22.9,28.2,18.2,20425049,295444.602394,51164582
2025-07,전국,27.1,32.0,23.0,20401816,239158.262176,51159889
2025-08,전국,27.1,31.9,23.4,20384315,189966.937426,51154981
2025-09,전국,23.0,27.6,19.5,20403155,184643.943835,51149546
2025-10,전국,16.6,21.1,13.1,20439383,335562.44753,51143421
2025-11,전국,8.5,15.0,3.1,20491278,868342.49651,51128530
2025-12,전국,2.4,7.6,-2.6,20620305,1575445.08431,51117378
2026-01,전국,-1.6,3.8,-6.8,20470971,2120531.15956,51111158
2026-02,전국,2.7,9.0,-3.0,20493174,1820816.71712,51106229
2026-03,전국,7.4,13.9,1.7,20477443,1322229.7449,51101371
2026-04,전국,13.8,20.4,7.6,20399446,759818.3792900001,51097986
2026-05,전국,18.6,24.9,12.7,20363041,428511.29962,51095330
2026-06,전국,22.2,27.7,17.3,20347002,269977.394305,51091769
2021-01,전남,1.8,6.8,-2.7,473122,53022.27257,1850575
2021-02,전남,5.3,10.5,0.6,473637,40935.8618,1849795
2021-03,전남,9.9,15.5,5.0,475321,30655.88774,1844811
2021-04,전남,13.9,19.3,8.8,475028,20129.25892,1844148
2021-05,전남,17.7,22.7,12.9,475598,13867.45686,1842423
2021-06,전남,22.4,26.8,18.8,476051,8717.253694,1840921
2021-07,전남,26.4,30.1,23.3,476388,7345.406626,1839698
2021-08,전남,26.1,30.0,23.0,477670,6403.768602,1838353
2021-09,전남,22.7,26.5,19.7,479951,7249.163166,1835690
2021-10,전남,17.1,22.5,12.7,484472,13035.92034,1834653
2021-11,전남,10.4,16.1,5.7,486862,27300.36855,1833864
2021-12,전남,4.2,9.6,-0.3,490681,45817.00531,1832803
2022-01,전남,1.8,6.7,-2.5,492393,53094.12359,1832604
2022-02,전남,2.0,7.0,-2.7,493741,48175.3571,1831451
2022-03,전남,8.9,14.6,3.8,494830,35108.11097,1829501
2022-04,전남,14.2,20.4,8.7,495220,20371.44495,1828550
2022-05,전남,18.1,24.1,12.6,495665,12766.57623,1827674
2022-06,전남,22.6,26.7,19.5,495330,8863.813206,1826440
2022-07,전남,26.5,30.2,23.5,495773,6732.268554,1825534
2022-08,전남,26.5,29.9,23.6,496755,5754.851542,1824104
2022-09,전남,22.5,26.9,18.9,498843,6743.283957,1820458
2022-10,전남,15.7,21.2,11.1,502496,13173.11105,1819157
2022-11,전남,11.7,17.9,6.5,504856,23583.89492,1818484
2022-12,전남,2.0,6.4,-2.1,508542,51031.89998,1817697
2023-01,전남,2.1,7.3,-2.5,510503,51900.74544,1816707
2023-02,전남,4.1,9.6,-0.6,512010,40149.60421,1814858
2023-03,전남,10.2,16.7,4.4,512264,27931.54239,1813872
2023-04,전남,13.7,19.0,8.4,513200,19059.93411,1813439
2023-05,전남,18.1,22.9,13.9,513108,13299.69359,1812475
2023-06,전남,22.4,26.7,19.0,513864,8050.881088,1811554
2023-07,전남,25.6,28.9,23.1,513509,7342.71783,1810071
2023-08,전남,27.1,31.4,23.7,513369,5862.326465,1808339
2023-09,전남,23.9,28.2,20.7,515491,6190.518045,1807295
2023-10,전남,16.8,22.3,12.1,519002,10756.6835,1805823
2023-11,전남,10.4,15.4,5.7,522536,26076.64507,1804875
2023-12,전남,5.3,9.8,1.2,526206,44990.55565,1804217
2024-01,전남,3.6,7.9,-0.4,527642,48690.84216,1802672
2024-02,전남,6.4,10.6,2.6,528311,40760.453,1800352
2024-03,전남,8.3,13.6,3.4,526208,36500.95834,1798435
2024-04,전남,15.3,20.8,10.6,525775,17336.92959,1797199
2024-05,전남,18.3,24.0,13.2,526835,12832.67184,1795717
2024-06,전남,22.7,27.5,18.7,526395,8716.588349,1794967
2024-07,전남,26.6,29.9,24.1,527053,7314.0,1793747
2024-08,전남,28.6,33.5,25.0,526562,6302.0,1792390
2024-09,전남,26.4,31.0,22.7,527988,5772.301452,1791496
2024-10,전남,18.2,22.9,14.2,529939,9659.715929,1790421
2024-11,전남,12.1,17.1,7.7,532473,21597.63212,1789610
2024-12,전남,4.3,9.0,0.1,537480,45576.8559,1788819
2025-01,전남,2.1,7.5,-2.4,537490,52398.51657,1787592
2025-02,전남,1.5,6.3,-2.6,539630,50314.88435,1785487
2025-03,전남,8.6,14.3,3.3,539064,34678.42053,1785193
2025-04,전남,13.5,19.6,7.7,537794,21341.00475,1785003
2025-05,전남,17.2,22.3,12.7,538958,15067.28943,1784116
2025-06,전남,22.9,27.7,18.8,537719,9069.667823,1783484
2025-07,전남,27.8,32.3,24.0,537244,6781.291246,1782183
2025-08,전남,27.7,32.1,24.3,537956,6050.024023,1780646
2025-09,전남,24.8,29.0,21.6,538322,6131.297323,1779599
2025-10,전남,18.7,23.3,15.1,540262,9712.388269,1779263
2025-11,전남,10.6,16.5,5.6,543214,24659.42255,1779242
2025-12,전남,4.9,10.4,-0.1,546172,43931.33242,1779135
2026-01,전남,1.1,6.2,-3.6,546489,55066.04741,1778171
2026-02,전남,4.2,10.0,-1.0,547152,44238.56716,1776547
2026-03,전남,8.5,14.9,3.3,546663,33471.1475,1775126
2026-04,전남,14.2,19.9,9.3,546432,18668.92397,1775031
2026-05,전남,18.7,24.3,13.6,546242,12487.39805,1774082
2026-06,전남,22.6,27.3,18.8,546188,8127.019631,1773646
2021-01,전북,-0.8,4.6,-6.0,598366,75745.00727,1802748
2021-02,전북,3.3,9.3,-2.0,597789,58698.08414,1801319
2021-03,전북,8.5,15.1,2.8,594786,43760.00071,1797450
2021-04,전북,13.2,19.7,7.2,593616,27801.33804,1796331
2021-05,전북,16.7,22.5,11.2,591913,19590.51804,1794682
2021-06,전북,22.0,27.4,17.7,589322,12408.37638,1794345
2021-07,전북,26.0,30.9,22.2,585806,10113.72036,1793902
2021-08,전북,24.9,29.7,21.5,581628,8782.870875,1792476
2021-09,전북,21.7,26.3,17.9,588920,10237.2616,1791110
2021-10,전북,15.0,21.5,9.9,598254,18660.99127,1789770
2021-11,전북,8.2,14.4,3.4,602878,38614.95546,1788616
2021-12,전북,2.1,7.6,-2.6,611303,62599.35575,1786855
2022-01,전북,-0.9,4.7,-5.9,612810,74259.21404,1785392
2022-02,전북,-0.4,5.3,-5.6,614718,69009.55076,1783923
2022-03,전북,7.4,13.8,1.5,615115,50732.06138,1782205
2022-04,전북,13.3,20.3,7.1,610434,29422.8717,1780824
2022-05,전북,17.5,24.3,10.9,608116,20821.51756,1779230
2022-06,전북,22.7,27.7,18.7,605325,12717.55761,1778279
2022-07,전북,25.9,30.2,22.4,598580,9947.720775,1776949
2022-08,전북,25.4,29.2,22.3,601518,9143.337645,1775664
2022-09,전북,21.3,26.8,16.7,607064,10838.40501,1772596
2022-10,전북,13.8,20.3,8.3,613562,20181.42521,1771776
2022-11,전북,9.4,16.7,3.5,618860,34386.44899,1770839
2022-12,전북,-1.4,3.8,-6.0,627409,71202.76249,1769607
2023-01,전북,-0.4,5.2,-5.7,627405,71974.69558,1768229
2023-02,전북,1.9,8.1,-3.5,627576,60201.7754,1766524
2023-03,전북,8.8,16.5,1.9,625888,40133.07768,1765175
2023-04,전북,12.9,19.3,6.7,622063,26410.31405,1764181
2023-05,전북,18.1,24.1,12.8,620347,16933.80416,1763004
2023-06,전북,22.4,27.9,18.0,615884,11293.72985,1762021
2023-07,전북,25.7,29.8,22.7,611061,9417.741936,1761169
2023-08,전북,26.6,31.4,23.0,609124,7993.09506,1759815
2023-09,전북,22.7,27.6,19.1,613151,9020.876259,1758661
2023-10,전북,14.8,21.3,9.5,622032,15760.71947,1757295
2023-11,전북,8.1,13.6,3.0,629900,36900.30349,1756183
2023-12,전북,3.1,7.8,-1.0,632428,59680.23869,1754757
2024-01,전북,1.2,5.9,-2.8,636527,68035.47755,1752921
2024-02,전북,4.6,9.4,0.4,635780,57114.74822,1751318
2024-03,전북,6.8,12.7,1.3,634840,52264.31063,1749376
2024-04,전북,14.9,21.4,9.3,632202,24190.98395,1748047
2024-05,전북,17.7,24.1,11.8,629353,17211.05855,1746912
2024-06,전북,22.6,28.4,17.5,625458,11727.40569,1745885
2024-07,전북,26.7,30.4,23.7,621803,10113.45678,1744661
2024-08,전북,28.0,33.3,24.2,617017,8883.794872,1743183
2024-09,전북,25.4,30.7,21.3,620511,8650.119139,1741640
2024-10,전북,16.2,21.8,11.6,629226,15221.53941,1740753
2024-11,전북,9.6,15.8,4.6,637169,30874.68629,1739751
2024-12,전북,1.9,6.6,-2.1,644622,62460.8193,1738690
2025-01,전북,-0.2,5.3,-4.8,648823,65708.0541,1737351
2025-02,전북,-0.7,4.6,-5.6,651270,72895.43625,1735008
2025-03,전북,7.6,14.1,1.7,645981,45870.98949,1733574
2025-04,전북,13.0,20.0,6.3,641937,30147.18872,1732439
2025-05,전북,17.0,22.7,11.8,639422,18940.25289,1731309
2025-06,전북,23.0,28.5,18.1,635059,11046.23206,1730258
2025-07,전북,27.3,32.6,23.0,628830,9196.58258,1729337
2025-08,전북,27.0,31.8,23.2,625753,8285.888613,1728330
2025-09,전북,23.3,27.8,19.8,630414,8414.80273,1727716
2025-10,전북,17.1,22.1,13.2,641162,14200.52256,1726914
2025-11,전북,8.5,15.1,3.0,647363,34722.51884,1725960
2025-12,전북,2.7,8.0,-2.3,654847,59390.11619,1724856
2026-01,전북,-1.5,3.8,-6.7,657253,75876.88207,1723497
2026-02,전북,2.1,8.5,-3.4,657650,62946.64741,1721941
2026-03,전북,6.9,14.0,1.1,654741,46680.70793,1720812
2026-04,전북,13.4,20.3,7.1,651262,26501.4275,1720203
2026-05,전북,18.3,24.9,12.3,648200,16674.18463,1719420
2026-06,전북,22.4,28.1,17.5,643961,10988.10275,1718633
2021-01,제주,6.7,9.8,3.5,32030,2966.51,674615
2021-02,제주,9.3,13.0,6.0,32158,2242.84,675137
2021-03,제주,12.5,16.2,9.0,32361,1715.16,673974
2021-04,제주,15.4,19.2,12.0,32378,1186.35,674484
2021-05,제주,18.6,22.6,15.2,32362,831.84,674877
2021-06,제주,22.8,26.1,20.2,32315,630.94,675293
2021-07,제주,26.9,29.7,24.8,32444,577.64,675876
2021-08,제주,26.7,29.5,24.5,32695,573.28,675883
2021-09,제주,24.5,27.3,22.1,33742,615.21,676079
2021-10,제주,20.0,23.5,17.0,34194,903.81,676569
2021-11,제주,13.8,17.8,10.5,35835,1731.84,676768
2021-12,제주,8.8,12.3,5.9,35829,2877.41,676759
2022-01,제주,6.3,9.3,4.0,36323,3525.98,676691
2022-02,제주,5.4,8.5,2.5,36583,3166.27,677143
2022-03,제주,11.5,15.3,7.9,36865,2199.86,677218
2022-04,제주,15.4,19.3,12.0,38220,1323.01,677413
2022-05,제주,18.9,22.8,15.4,38916,923.52,677766
2022-06,제주,22.7,25.7,20.3,39365,704.53,678012
2022-07,제주,27.3,30.4,24.8,39842,600.33,678491
2022-08,제주,28.1,31.1,25.6,40477,584.72,679016
2022-09,제주,24.0,26.9,21.7,41091,683.68,678426
2022-10,제주,18.3,21.5,15.4,42402,1055.16,678324
2022-11,제주,15.5,19.3,12.1,44028,1593.21,678373
2022-12,제주,6.8,9.8,4.0,45112,3919.9,678159
2023-01,제주,6.7,10.3,3.5,45356,3818.23,677493
2023-02,제주,8.0,11.3,4.9,45703,2942.59,677090
2023-03,제주,12.4,16.1,8.8,46077,2106.88,677031
2023-04,제주,15.2,18.8,11.8,46273,1452.08,677115
2023-05,제주,18.5,21.9,15.5,46383,1075.04,677057
2023-06,제주,22.3,25.3,19.8,46774,787.07,676832
2023-07,제주,26.6,29.1,24.6,46988,694.19,676810
2023-08,제주,28.0,30.9,25.5,47409,656.46,676489
2023-09,제주,25.4,28.4,22.9,47860,685.72,676317
2023-10,제주,19.2,22.9,16.1,48034,951.9,676119
2023-11,제주,13.7,17.4,10.3,48462,2066.76,675845
2023-12,제주,9.4,12.7,6.5,48814,3455.21,675252
2024-01,제주,7.8,10.9,4.8,49041,3817.49,674353
2024-02,제주,9.7,12.4,7.3,49524,3179.54,673665
2024-03,제주,10.7,14.3,7.2,49658,2901.41,673103
2024-04,제주,16.2,19.5,13.2,50032,1370.16,672775
2024-05,제주,18.7,22.4,15.2,50286,1072.05,672563
2024-06,제주,22.3,25.3,19.7,50785,849.59,672252
2024-07,제주,27.4,29.9,25.3,51554,751.05,672068
2024-08,제주,29.3,32.5,26.7,51871,690.21,671540
2024-09,제주,27.4,30.7,24.7,52152,709.1,671064
2024-10,제주,20.9,24.0,18.2,52692,941.49,670837
2024-11,제주,15.1,18.3,12.3,52784,1847.28,670632
2024-12,제주,8.4,11.6,5.6,53417,3966.38,670368
2025-01,제주,6.5,10.1,3.4,54343,4534.66,669460
2025-02,제주,5.2,8.5,2.2,54762,4430.66,668205
2025-03,제주,11.0,14.6,7.7,54772,2975.34,667739
2025-04,제주,14.8,18.8,10.9,54889,1716.12,667513
2025-05,제주,17.5,21.2,14.2,54932,1225.33,667242
2025-06,제주,22.5,25.5,19.8,55018,879.01,666625
2025-07,제주,27.9,30.9,25.5,55232,767.92,666226
2025-08,제주,28.8,31.8,26.2,55264,722.9,665953
2025-09,제주,26.9,30.1,24.3,55416,726.35,665610
2025-10,제주,21.9,25.1,19.4,55757,964.95,665276
2025-11,제주,14.5,18.2,11.2,56006,1986.13,664922
2025-12,제주,9.8,13.7,6.0,56190,3551.93,664792
2026-01,제주,6.1,9.5,2.8,56309,4827.52,663995
2026-02,제주,8.2,11.9,5.0,56749,3756.88,663514
2026-03,제주,10.9,14.8,7.5,56628,2987.98,663177
2026-04,제주,15.4,19.0,12.0,56633,1631.75,663229
2026-05,제주,19.3,23.1,15.9,57120,1176.69,662969
2026-06,제주,22.3,25.4,19.8,57224,901.02,662792
2021-01,충남,-1.6,4.0,-7.0,694040,82801.0,2119837
2021-02,충남,3.0,9.0,-2.6,695209,66906.0,2119542
2021-03,충남,8.3,15.0,2.3,695008,45892.0,2115823
2021-04,충남,13.4,19.8,7.1,690761,32083.0,2116452
2021-05,충남,16.5,22.3,11.3,690693,21739.0,2117260
2021-06,충남,22.2,27.4,17.8,692180,15484.0,2117400
2021-07,충남,26.7,31.6,22.6,692954,11192.0,2118205
2021-08,충남,25.1,29.6,21.7,694296,9383.0,2118183
2021-09,충남,21.8,26.6,17.9,696925,10911.0,2118098
2021-10,충남,14.9,21.4,10.0,700082,17942.0,2118977
2021-11,충남,8.1,14.5,3.0,705311,39513.0,2119529
2021-12,충남,1.5,7.3,-3.4,712736,62922.0,2119257
2022-01,충남,-1.6,4.4,-7.1,718522,83210.0,2118638
2022-02,충남,-0.6,5.3,-6.1,720044,77400.0,2118912
2022-03,충남,7.1,13.4,1.1,721755,52394.0,2119099
2022-04,충남,13.2,20.3,6.6,720025,35240.0,2119296
2022-05,충남,17.6,24.4,11.0,720036,19737.0,2119661
2022-06,충남,22.9,27.7,18.7,720922,14605.0,2120201
2022-07,충남,26.2,30.6,22.6,721551,11413.0,2121011
2022-08,충남,25.2,28.9,22.0,722242,10336.0,2121082
2022-09,충남,21.2,27.0,16.6,726146,11354.0,2120269
2022-10,충남,13.6,20.0,8.4,729887,19645.0,2121333
2022-11,충남,9.0,16.3,3.2,735253,34652.0,2122357
2022-12,충남,-2.1,3.2,-6.8,743591,72318.0,2123037
2023-01,충남,-1.2,4.7,-6.5,746970,80488.0,2122913
2023-02,충남,1.6,8.0,-4.0,747941,71915.0,2123625
2023-03,충남,8.7,16.4,1.3,747467,44155.0,2124650
2023-04,충남,13.0,19.4,6.5,746366,30693.0,2125333
2023-05,충남,18.1,24.3,12.3,746587,20997.0,2125833
2023-06,충남,22.6,28.0,18.0,747261,14211.0,2126374
2023-07,충남,25.6,29.7,22.7,748709,10796.0,2126640
2023-08,충남,26.6,31.4,23.0,751185,8742.0,2127077
2023-09,충남,22.6,27.4,18.9,753924,9599.0,2127630
2023-10,충남,14.5,21.2,9.3,757102,16979.0,2128563
2023-11,충남,7.5,13.0,2.5,761497,37784.0,2129591
2023-12,충남,2.2,7.0,-2.1,768666,65677.0,2130119
2024-01,충남,0.2,5.1,-4.1,772780,79120.0,2130509
2024-02,충남,3.8,8.6,-0.5,774042,68144.0,2131309
2024-03,충남,6.5,12.6,0.8,775865,53605.0,2132745
2024-04,충남,15.0,21.6,9.0,775817,29187.0,2133828
2024-05,충남,17.4,23.8,11.4,774601,18740.0,2134618
2024-06,충남,22.9,29.0,17.2,776245,14061.0,2134817
2024-07,충남,26.3,29.9,23.4,776079,11486.0,2135171
2024-08,충남,28.3,33.2,24.5,776615,9160.0,2135281
2024-09,충남,25.3,30.6,21.4,777897,9037.0,2135373
2024-10,충남,15.9,21.4,11.4,780515,14368.0,2136010
2024-11,충남,9.3,15.9,4.0,785250,30242.0,2136632
2024-12,충남,1.4,6.4,-3.0,791087,67315.0,2136574
2025-01,충남,-0.4,5.3,-5.3,794559,76493.0,2135815
2025-02,충남,-0.9,4.9,-6.3,795769,84143.0,2135340
2025-03,충남,7.4,13.7,1.4,794113,51846.0,2135628
2025-04,충남,12.8,19.8,6.0,790741,35334.0,2135908
2025-05,충남,16.8,22.7,11.3,789562,21526.0,2135908
2025-06,충남,22.9,28.2,18.2,788886,14431.0,2135890
2025-07,충남,27.5,32.4,23.5,789007,10401.0,2136299
2025-08,충남,27.3,32.0,23.5,788297,9060.0,2136195
2025-09,충남,23.0,27.5,19.4,791292,9163.0,2136551
2025-10,충남,16.7,21.5,13.0,792239,13702.0,2136678
2025-11,충남,8.4,15.2,2.7,795624,36919.0,2136966
2025-12,충남,2.1,7.3,-3.1,800562,62651.0,2136753
2026-01,충남,-2.2,3.2,-7.5,806766,86987.0,2136204
2026-02,충남,2.0,8.6,-4.0,806850,78647.0,2136064
2026-03,충남,6.9,14.0,0.7,807574,51747.0,2136826
2026-04,충남,13.5,20.7,6.5,804949,31963.0,2137689
2026-05,충남,18.5,25.1,12.4,805331,20095.0,2138517
2026-06,충남,22.8,28.6,17.5,805842,14344.0,2138785
2021-01,충북,-3.0,2.9,-8.6,511456,62643.99177,1599658
2021-02,충북,2.1,8.4,-4.1,509741,42621.61682,1599122
2021-03,충북,8.0,14.5,1.8,507702,35126.42818,1595714
2021-04,충북,13.0,19.4,6.5,507785,19672.81301,1596303
2021-05,충북,16.0,21.9,10.4,507071,15705.95046,1596955
2021-06,충북,21.8,27.3,17.1,506844,9110.444594,1597503
2021-07,충북,26.0,31.2,21.8,507069,7395.190318,1597501
2021-08,충북,24.2,28.6,20.8,509142,5295.472342,1597179
2021-09,충북,20.7,25.5,16.4,510875,7968.741475,1596765
2021-10,충북,13.8,20.2,8.8,513464,12827.12231,1596948
2021-11,충북,6.8,13.3,1.6,518660,28499.4253,1597019
2021-12,충북,0.1,5.7,-5.0,525865,48949.04636,1597427
2022-01,충북,-2.7,3.2,-8.4,527236,61945.10447,1597097
2022-02,충북,-1.6,4.4,-7.3,527646,48262.19909,1597022
2022-03,충북,6.8,13.1,0.7,526082,41788.46723,1597484
2022-04,충북,13.4,20.8,6.0,525453,22182.94552,1597284
2022-05,충북,17.7,24.8,10.5,523010,12936.86226,1597033
2022-06,충북,22.5,27.9,17.7,523288,8554.120171,1597118
2022-07,충북,25.7,30.2,22.1,524263,7075.256351,1597163
2022-08,충북,24.6,28.4,21.4,525579,5322.039427,1596886
2022-09,충북,20.3,26.2,15.5,527059,7077.59,1595624
2022-10,충북,12.8,19.2,7.3,528951,14748.14044,1595578
2022-11,충북,7.9,15.2,1.8,533359,26999.21244,1595284
2022-12,충북,-3.9,1.5,-8.9,536953,54081.54492,1595058
2023-01,충북,-2.5,3.4,-7.9,537948,59164.91749,1594459
2023-02,충북,1.3,7.4,-4.4,536621,45887.79021,1593434
2023-03,충북,8.8,16.6,1.0,536038,31039.73555,1594056
2023-04,충북,12.7,19.1,5.9,536468,19092.51987,1594109
2023-05,충북,18.0,24.2,11.6,535715,11839.41055,1594007
2023-06,충북,22.5,28.0,17.7,536551,8404.363621,1593931
2023-07,충북,25.4,29.8,22.1,535442,6767.860666,1594240
2023-08,충북,26.2,30.9,22.5,536418,5390.083543,1594337
2023-09,충북,22.0,26.8,18.2,538701,6251.155774,1594326
2023-10,충북,13.4,20.2,7.7,540036,11399.78674,1594211
2023-11,충북,6.3,12.2,0.9,543673,28660.68525,1594038
2023-12,충북,0.7,5.7,-3.9,548787,48187.77727,1593469
2024-01,충북,-0.7,3.8,-4.8,549510,56670.13951,1592155
2024-02,충북,3.1,7.9,-1.1,547425,43679.7473,1590947
2024-03,충북,6.3,12.2,0.2,545770,39850.86957,1591044
2024-04,충북,15.2,21.7,9.0,544032,17345.95137,1590854
2024-05,충북,17.5,24.1,11.1,547095,12380.01212,1591201
2024-06,충북,22.8,29.0,16.9,546213,8035.44468,1591485
2024-07,충북,25.9,29.9,22.9,547669,6453.445813,1591182
2024-08,충북,27.6,32.7,23.5,547852,5728.715421,1590716
2024-09,충북,24.2,29.4,20.2,548892,4341.624329,1590858
2024-10,충북,14.9,20.3,10.4,551673,11603.40135,1590704
2024-11,충북,8.4,14.7,3.0,556585,21458.11151,1591100
2024-12,충북,0.0,4.9,-4.6,563809,46481.12591,1591177
2025-01,충북,-1.8,3.7,-6.8,564901,59956.35716,1590666
2025-02,충북,-2.0,3.6,-7.6,566482,53412.14055,1590107
2025-03,충북,7.0,13.3,0.9,564958,38651.29125,1590512
2025-04,충북,12.9,20.2,5.7,562363,23463.03547,1590735
2025-05,충북,16.6,22.6,10.7,562151,13926.53848,1590956
2025-06,충북,22.9,28.5,17.9,564664,8304.783277,1591045
2025-07,충북,26.7,31.7,22.6,562505,7044.444376,1591815
2025-08,충북,26.7,31.6,22.7,566501,6073.582148,1591965
2025-09,충북,22.2,26.9,18.6,566005,5594.196207,1592431
2025-10,충북,15.8,20.3,12.1,569309,9286.008883,1592916
2025-11,충북,7.1,14.0,1.2,572797,28165.29898,1593151
2025-12,충북,0.5,5.5,-4.4,584848,47439.08972,1596502
2026-01,충북,-3.5,1.8,-8.9,586691,65294.78392,1596749
2026-02,충북,1.1,7.7,-5.0,584666,47598.86031,1596816
2026-03,충북,6.8,13.6,0.5,579452,39099.27091,1597976
2026-04,충북,13.5,20.6,6.4,576171,21893.60408,1599375
2026-05,충북,18.6,25.5,11.8,576065,12157.52494,1600216
2026-06,충북,22.4,28.4,16.8,569373,7129.989302,1600787
